Taxa	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23
P669	-17.232252	9.734183	-7.6984987	27.28429	3.3549545	-3.9489639	6.3791327	5.293527	-0.88531506	-7.578128	9.595847	13.110711	-6.9511433	-19.72752	-2.5255241	3.9575438	3.220403	-4.740114	12.235763	-14.292334	-5.9674053	7.7137914	-8.150499
P631	10.720606	6.555855	3.8693821	-8.444189	-22.207298	-4.0511274	5.713512	3.2829077	7.4260707	1.1962572	1.2085243	0.7911689	-1.2647269	1.4242482	2.966934	-2.1669114	-3.8253727	6.7198963	-1.1350541	-4.26759	-6.946758	-0.23081723	-4.7794333
P624	10.301061	4.138493	0.14637832	-11.232646	-27.003649	-6.793936	7.2646112	11.73686	27.913712	4.6627316	24.597279	7.0443106	8.126245	8.240185	-1.6090004	4.034828	2.78824	-5.2483773	2.0120177	3.6124997	4.2857776	0.21370511	3.515173
P634	11.263204	1.1052105	-0.64173615	-4.0937686	-12.847952	-0.6190577	-1.4370201	2.061683	9.700996	1.193978	-3.6882012	-4.3653564	-1.5344049	-1.1076967	3.920612	0.009613786	-2.5151043	3.9635181	-1.1920966	-0.57674986	-0.14365439	2.6904886	0.51744515
P646	16.750435	1.4300042	-1.7500954	-1.514728	-13.00233	0.9080814	-2.4337745	-0.2439438	2.1040819	4.630971	-8.735982	2.7621467	-2.538711	-3.870046	5.8697934	-6.1534233	-4.8029294	9.299597	1.7900136	3.4767547	-6.483545	5.592118	5.0377207
P658	-55.580154	-29.36421	2.288107	-4.8023148	-0.35777724	-26.327845	-10.369065	-5.0162683	1.8109295	0.66489244	5.261469E-4	-0.82364964	-4.403739	1.0576649	-0.59886825	-2.268611	-3.0309424	-1.4817475	0.5828979	-0.27173433	-0.5170794	0.8932003	-0.13983764
P670	-38.535683	-5.542602	0.67028636	0.7052341	0.4616499	1.3385202	-0.6938374	5.043673	-2.9591718	-2.1880896	1.8895099	2.990187	4.3877473	-4.0575385	1.0119959	13.17723	17.425209	11.370675	-10.659638	5.7808013	-7.1084538	-5.572391	-0.18565716
1971	-42.122402	-17.778494	1.7799437	-5.0908027	-5.0197616	26.37008	17.193851	-26.748215	11.431286	-1.8128976	0.92519414	0.80374396	-5.9979615	1.1362503	0.3484034	-0.74268615	-1.893886	-0.42803308	0.06723548	-0.23472059	-0.39624983	0.9107814	-0.16462348
P626	10.372161	4.2340736	0.25896138	-11.365923	-27.150383	-6.728384	7.201407	11.690555	28.085743	4.7620687	24.616133	6.948062	8.103669	8.158187	-1.5946261	3.9117382	2.6340938	-5.3209953	1.913748	3.666541	4.1612363	0.30830184	3.4559731
P636	16.898005	6.8798566	0.1153935	-7.5583806	-23.613207	-2.2222958	4.295209	1.6534483	4.024456	2.4734852	-6.85281	1.4170347	-1.726421	-2.2240596	1.8347056	-5.020975	-6.15154	10.181965	1.1698906	-3.3659778	-9.416388	3.0281608	-2.6739419
P647	15.285067	-3.6201427	6.4435625	3.7604587	-1.866283	6.4866147	-13.49116	-7.7714987	-12.058057	17.178131	18.378223	-5.758844	-4.1419497	-3.7180498	0.39296454	-4.7119546	-1.775117	16.917175	4.906265	-2.6341455	6.69438	-5.1339135	5.6225038
P659	-54.540405	-29.247385	2.6018186	-4.9026437	0.2889758	-25.671373	-10.320522	-4.1728387	2.4301178	0.18649831	-0.8024919	-1.5361831	-4.715657	1.5794871	-0.6823016	-1.8315283	-2.801499	-1.1600864	0.228789	-0.26291367	0.4511895	0.9917458	-0.14557089
P671	-37.66306	-4.4479294	0.8454119	0.6134301	0.7208358	1.7701811	-0.7064626	3.8732815	-3.0826328	-2.8013208	2.45483	3.4420838	4.119255	-4.069265	1.5625815	14.067704	17.887129	11.413809	-10.649874	6.7773376	-6.686187	-6.332642	1.5695671
2768	11.155776	-2.7174554	-1.3332019	-0.47069803	-5.1055818	1.2687145	-5.556754	-2.4865487	-1.3136187	1.6102345	-2.34463	1.5941633	-1.1562856	-0.3010544	4.639095	1.6024053	0.16503936	-3.5913827	-6.714271	-9.002916	0.77607125	0.98262393	10.902512
P627	14.878237	-2.358086	2.7014158	2.756528	-3.3308794	7.130091	-14.5629015	-8.49807	-13.358099	18.011503	20.810966	-6.3919826	-4.86529	-4.4277434	1.3090025	-5.733397	-2.2324998	21.299341	7.523496	-5.044395	8.628505	-6.370182	8.729673
P638	14.793117	6.105122	0.7158366	-7.0867076	-18.898294	-1.3941516	0.57847583	2.4103105	7.411436	5.43569	-6.1189656	4.3544874	-1.2612948	-2.5351453	4.067111	-6.0850835	-4.9955764	8.24978	-0.75569695	-0.85534626	-9.516334	4.2700357	-2.66128
P648	10.293087	4.179909	0.106180474	-11.217346	-27.149403	-6.7612696	7.2180495	11.866508	28.037052	4.825345	24.640522	6.968702	8.043493	8.063957	-1.5951788	3.942822	2.6542776	-5.3152537	1.8745564	3.6549592	4.2508497	0.43216288	3.4308233
P660	-55.693695	-29.319262	2.3348935	-4.781229	-0.25936863	-27.039164	-10.939	-5.1802416	1.5183585	0.37412858	-0.31281403	-0.87244916	-4.3448353	1.3159677	-1.1283008	-2.9370718	-3.1500797	-1.7755802	0.5018941	-0.8758798	-0.30999395	1.1800658	-0.22435968
P675	-21.644787	8.433838	-2.3183563	6.293001	0.31184247	2.7240767	-2.1823788	2.9402666	-4.2047806	-4.9499946	3.180308	4.905197	3.3145409	-2.8943465	0.460976	7.2531805	8.533484	5.332639	-2.239808	0.63878256	-5.853335	0.45811775	0.8558712
P628	11.203725	7.7388415	0.33391094	-12.227109	-28.940493	-6.73032	8.426242	11.073567	26.47452	4.159304	22.749517	6.739926	6.6276026	8.1256695	-0.33905888	1.9968054	0.6014252	-3.2727592	1.0402259	2.0824575	-0.008130328	1.3500562	1.9816396
P639	13.312703	-1.6797203	-4.3644915	-1.4691561	-8.708948	0.7387989	-5.444043	-1.8240063	1.3617965	4.461322	-13.176712	1.4144694	-1.624352	-4.842847	4.3685126	-3.5984385	3.1552892	4.8847466	2.6696563	1.2978685	1.1175545	0.82813454	3.7132046
P649	-8.557149	8.680881	-17.08924	43.55434	0.6603859	-9.765496	17.208168	-3.714466	4.539653	18.57494	-8.878877	-18.577667	8.068675	14.764058	0.28273445	1.2823001	2.9932528	1.3607742	-1.737175	-0.67382807	0.4667359	0.55239826	-0.80024624
P661	-55.200134	-29.488964	2.1031692	-4.481777	9.4766583E-4	-26.529644	-11.169719	-4.6902466	1.8978167	1.1294045	0.07677266	-0.99947774	-4.6630745	1.7291161	-0.6089816	-2.4958916	-2.4889808	-1.2255402	0.41245347	-0.15720473	-0.35223237	1.0198513	0.283616
P691	10.080614	2.1459455	-3.2296462	0.2676186	-4.361829	-0.66720754	0.4756901	-0.9408316	-4.932207	1.1237464	-1.9661043	1.9082383	-1.8847678	-6.7903624	5.8000927	-0.9205581	-7.698968	-2.5740156	-9.535805	8.129145	-1.4484051	-2.9647212	-4.603115
P629	14.590864	-2.9237628	-4.2478676	-2.3208532	-10.7964525	1.5141945	-5.6551356	0.9761083	7.0037127	6.540722	-15.864561	2.9744554	-3.013374	-4.762749	6.5980425	-6.0785975	-0.25922906	11.530413	2.6271029	0.8380264	-2.3354223	5.7106967	4.9414334
P640	14.128503	7.128864	-0.4160046	-7.2061834	-22.348797	-1.3921403	2.603123	1.6005076	3.4631953	1.9811699	-8.712518	1.065537	-3.1611035	-2.3865983	3.4024239	-6.599423	-3.8711843	12.923552	0.38286722	-6.1724777	-8.120387	3.8044095	-0.6691527
P650	-8.719478	8.456225	-16.906036	43.289738	0.54408157	-9.702802	17.100187	-3.776216	4.6034527	18.537746	-8.883215	-18.50014	8.088776	14.805489	0.24350822	1.2855607	2.9499736	1.5782299	-1.7214177	-0.5566123	0.5045434	0.49989292	-0.58170056
P662	-55.360172	-29.262106	2.581432	-4.402433	0.122467265	-26.442608	-10.567022	-4.5608015	1.7799897	0.5435215	-0.47354776	-0.761461	-4.5251937	1.4829985	-0.64093256	-2.1002753	-3.1725402	-1.4513042	0.449848	-0.46981746	0.107910916	0.23366092	0.26128897
P55	-56.271534	-29.139114	2.3320224	-4.616409	-0.030785613	-25.94813	-10.503218	-4.5123553	1.7391931	0.34433824	-0.6386366	-0.7060588	-4.051327	1.486116	-0.24683702	-2.1724617	-2.5986326	-1.8373362	0.4119159	-0.24721713	-0.08495967	1.1943201	-0.087251194
P630	11.732708	7.0960345	0.3598723	-12.042424	-28.842268	-6.533495	7.9208913	11.547832	27.221022	4.7017508	23.709988	6.8249755	6.8073344	8.3071785	-0.8012239	2.2463515	0.9597438	-3.880717	1.1650761	2.7813137	1.0242277	1.2345061	2.3367624
P641	7.9950647	7.92282	2.1046278	-11.536156	-26.34238	-7.5616455	11.094494	3.0625975	3.3169277	-2.1571908	2.792181	1.2452765	-1.5489801	0.41804165	1.5108145	-1.6000276	0.5579555	4.873504	-1.4825363	-10.037754	-2.8204374	-2.321398	-8.82327
P651	-56.209343	-29.091486	1.8640333	-4.4041133	-0.28403232	-26.701258	-10.346926	-4.5971513	1.8497868	0.62222624	-0.14402561	-0.6314745	-4.848497	1.7903154	-0.6751865	-2.112274	-2.097427	-1.2044487	0.55672264	-0.47883376	0.25687468	0.9409761	0.43716916
P665	-38.767002	-4.742647	-0.44545862	1.4767585	0.31364164	2.646641	-1.3714981	7.115186	-4.296877	-3.1388686	2.779803	5.256985	5.29691	-4.042194	1.9346054	18.878262	23.92182	18.424913	-14.099482	8.546046	-10.758714	-11.300805	2.1401553
Cartouche	10.733817	-1.712079	-10.678555	-2.3539865	6.805544	1.5868182	-1.167298	1.6831465	1.3618325	-8.74231	5.3051543	-2.1589265	-0.33213308	3.390081	-11.943033	-12.165336	5.866608	1.6560686	-0.98057103	-2.9739676	0.36049506	-2.8832364	4.1994634
P632	3.6883202	10.916759	2.1787636	-10.182324	-23.276314	-7.7093534	7.2641096	2.8025045	5.6929164	-0.120028816	0.775186	0.42809227	1.0842377	1.8420941	1.0931153	1.9138569	-4.6963935	8.089784	0.018398266	-9.214837	-9.397549	-1.9966221	-10.536539
P643	10.967703	-1.020336	-2.9697053	0.7715181	-7.949812	0.17964354	-4.184395	-0.26014003	3.8693042	2.3561306	-9.295021	3.2869773	-2.0822475	-1.5273701	7.2706017	-4.816408	-0.03600837	8.996321	3.4057024	2.6739151	-4.3283834	4.682663	4.6887965
P656	-17.08637	9.666112	-7.753389	27.192558	3.2969794	-3.9483867	6.307951	5.1713696	-0.9676241	-7.622279	9.736745	12.989167	-7.127387	-19.727243	-2.6228757	3.784585	3.0693543	-4.7066483	12.356769	-14.290809	-5.837467	7.5892887	-8.238325
P666	-38.323547	-4.601343	0.3844019	1.4405847	0.3094358	1.5773273	-1.0289384	6.8126364	-4.29685	-2.8308556	2.4526594	4.8976045	5.8297205	-3.5052023	2.0591168	18.582598	23.113256	18.024446	-14.249522	8.394811	-11.583761	-11.441333	2.496435
P38	14.171286	-3.3987815	4.467985	2.7515318	-3.35742	6.173927	-13.842828	-8.399413	-11.880416	18.04991	17.886524	-5.173596	-2.827842	-4.651461	-1.0028931	-5.3328676	-0.48344243	16.41402	5.3846827	-4.7119303	5.869649	-5.169782	5.875915
